composite_rank,ligand,composite_score,best_score,mean_score,score_std,seed_count,consistent,initial_refinement_rank,best_seed,best_run_json,best_output_pdbqt
211,006749_decoy_6856_decoy_06856,13.829,-10.140,-10.140,0.000,3,True,234,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006749_decoy_6856_decoy_06856/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006749_decoy_6856_decoy_06856/seed-1/006749_decoy_6856_decoy_06856_docked.pdbqt
212,016772_decoy_17866_decoy_17866,13.828,-10.800,-10.424,0.449,3,True,369,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016772_decoy_17866_decoy_17866/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016772_decoy_17866_decoy_17866/seed-1/016772_decoy_17866_decoy_17866_docked.pdbqt
213,008057_decoy_8205_decoy_08205,13.828,-10.180,-10.150,0.022,3,True,235,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008057_decoy_8205_decoy_08205/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008057_decoy_8205_decoy_08205/seed-3/008057_decoy_8205_decoy_08205_docked.pdbqt
214,008661_decoy_8852_decoy_08852,13.825,-10.160,-10.143,0.012,3,True,243,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008661_decoy_8852_decoy_08852/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008661_decoy_8852_decoy_08852/seed-2/008661_decoy_8852_decoy_08852_docked.pdbqt
215,000572_active_0667_active_00667,13.819,-10.150,-10.137,0.009,3,True,241,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000572_active_0667_active_00667/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000572_active_0667_active_00667/seed-2/000572_active_0667_active_00667_docked.pdbqt
216,000360_active_0430_active_00430,13.818,-10.140,-10.133,0.005,3,True,240,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000360_active_0430_active_00430/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000360_active_0430_active_00430/seed-2/000360_active_0430_active_00430_docked.pdbqt
217,023431_decoy_25422_decoy_25422,13.817,-10.360,-10.237,0.167,3,True,131,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023431_decoy_25422_decoy_25422/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023431_decoy_25422_decoy_25422/seed-1/023431_decoy_25422_decoy_25422_docked.pdbqt
218,016896_decoy_17990_decoy_17990,13.816,-10.170,-10.140,0.022,3,True,216,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016896_decoy_17990_decoy_17990/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016896_decoy_17990_decoy_17990/seed-1/016896_decoy_17990_decoy_17990_docked.pdbqt
219,013341_decoy_13938_decoy_13938,13.815,-10.190,-10.150,0.037,3,True,204,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013341_decoy_13938_decoy_13938/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013341_decoy_13938_decoy_13938/seed-1/013341_decoy_13938_decoy_13938_docked.pdbqt
220,014188_decoy_14963_decoy_14963,13.805,-10.190,-10.140,0.037,3,True,205,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014188_decoy_14963_decoy_14963/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014188_decoy_14963_decoy_14963/seed-1/014188_decoy_14963_decoy_14963_docked.pdbqt
221,022797_decoy_24711_decoy_24711,13.805,-10.130,-10.123,0.005,3,True,248,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022797_decoy_24711_decoy_24711/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022797_decoy_24711_decoy_24711/seed-1/022797_decoy_24711_decoy_24711_docked.pdbqt
222,012454_decoy_13006_decoy_13006,13.800,-10.160,-10.130,0.024,3,True,225,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012454_decoy_13006_decoy_13006/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012454_decoy_13006_decoy_13006/seed-1/012454_decoy_13006_decoy_13006_docked.pdbqt
223,018279_decoy_19570_decoy_19570,13.800,-10.130,-10.123,0.009,3,True,246,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018279_decoy_19570_decoy_19570/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018279_decoy_19570_decoy_19570/seed-2/018279_decoy_19570_decoy_19570_docked.pdbqt
224,019001_decoy_20507_decoy_20507,13.798,-10.130,-10.120,0.008,3,True,298,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/019001_decoy_20507_decoy_20507/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/019001_decoy_20507_decoy_20507/seed-1/019001_decoy_20507_decoy_20507_docked.pdbqt
225,020490_decoy_22198_decoy_22198,13.791,-10.150,-10.120,0.022,3,True,217,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/020490_decoy_22198_decoy_22198/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/020490_decoy_22198_decoy_22198/seed-2/020490_decoy_22198_decoy_22198_docked.pdbqt
226,010948_decoy_11456_decoy_11456,13.791,-10.110,-10.110,0.000,3,True,252,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010948_decoy_11456_decoy_11456/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010948_decoy_11456_decoy_11456/seed-1/010948_decoy_11456_decoy_11456_docked.pdbqt
227,008728_decoy_8919_decoy_08919,13.790,-10.170,-10.130,0.037,3,True,215,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008728_decoy_8919_decoy_08919/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008728_decoy_8919_decoy_08919/seed-1/008728_decoy_8919_decoy_08919_docked.pdbqt
228,005416_decoy_5440_decoy_05440,13.788,-10.140,-10.120,0.022,3,True,242,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005416_decoy_5440_decoy_05440/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005416_decoy_5440_decoy_05440/seed-2/005416_decoy_5440_decoy_05440_docked.pdbqt
229,004564_decoy_4517_decoy_04517,13.788,-10.120,-10.113,0.009,3,True,254,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004564_decoy_4517_decoy_04517/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004564_decoy_4517_decoy_04517/seed-2/004564_decoy_4517_decoy_04517_docked.pdbqt
230,010116_decoy_10563_decoy_10563,13.787,-10.180,-10.133,0.046,3,True,210,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010116_decoy_10563_decoy_10563/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010116_decoy_10563_decoy_10563/seed-1/010116_decoy_10563_decoy_10563_docked.pdbqt
231,004722_decoy_4683_decoy_04683,13.782,-10.130,-10.113,0.017,3,True,282,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004722_decoy_4683_decoy_04683/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004722_decoy_4683_decoy_04683/seed-1/004722_decoy_4683_decoy_04683_docked.pdbqt
232,013426_decoy_14023_decoy_14023,13.781,-10.120,-10.107,0.009,3,True,249,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013426_decoy_14023_decoy_14023/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013426_decoy_14023_decoy_14023/seed-2/013426_decoy_14023_decoy_14023_docked.pdbqt
233,008398_decoy_8586_decoy_08586,13.780,-10.110,-10.103,0.005,3,True,255,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008398_decoy_8586_decoy_08586/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008398_decoy_8586_decoy_08586/seed-3/008398_decoy_8586_decoy_08586_docked.pdbqt
234,021115_decoy_22851_decoy_22851,13.779,-10.170,-10.123,0.041,3,True,247,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021115_decoy_22851_decoy_22851/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021115_decoy_22851_decoy_22851/seed-3/021115_decoy_22851_decoy_22851_docked.pdbqt
235,024330_decoy_26514_decoy_26514,13.779,-10.100,-10.100,0.000,3,True,259,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/024330_decoy_26514_decoy_26514/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/024330_decoy_26514_decoy_26514/seed-1/024330_decoy_26514_decoy_26514_docked.pdbqt
236,001087_decoy_0504_decoy_00504,13.778,-10.140,-10.110,0.022,3,True,232,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001087_decoy_0504_decoy_00504/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001087_decoy_0504_decoy_00504/seed-3/001087_decoy_0504_decoy_00504_docked.pdbqt
237,009902_decoy_10250_decoy_10250,13.778,-10.120,-10.107,0.012,3,True,244,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009902_decoy_10250_decoy_10250/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009902_decoy_10250_decoy_10250/seed-2/009902_decoy_10250_decoy_10250_docked.pdbqt
238,015377_decoy_16356_decoy_16356,13.777,-10.140,-10.110,0.022,3,True,245,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015377_decoy_16356_decoy_16356/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015377_decoy_16356_decoy_16356/seed-3/015377_decoy_16356_decoy_16356_docked.pdbqt
239,022894_decoy_24814_decoy_24814,13.775,-10.120,-10.103,0.012,3,True,267,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022894_decoy_24814_decoy_24814/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022894_decoy_24814_decoy_24814/seed-2/022894_decoy_24814_decoy_24814_docked.pdbqt
240,023205_decoy_25188_decoy_25188,13.773,-10.110,-10.100,0.008,3,True,253,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023205_decoy_25188_decoy_25188/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023205_decoy_25188_decoy_25188/seed-1/023205_decoy_25188_decoy_25188_docked.pdbqt
241,004717_decoy_4678_decoy_04678,13.768,-10.160,-10.110,0.036,3,True,263,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004717_decoy_4678_decoy_04678/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004717_decoy_4678_decoy_04678/seed-3/004717_decoy_4678_decoy_04678_docked.pdbqt
242,023607_decoy_25617_decoy_25617,13.768,-10.110,-10.097,0.009,3,True,268,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023607_decoy_25617_decoy_25617/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023607_decoy_25617_decoy_25617/seed-3/023607_decoy_25617_decoy_25617_docked.pdbqt
243,011894_decoy_12419_decoy_12419,13.764,-10.160,-10.110,0.041,3,True,224,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011894_decoy_12419_decoy_12419/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011894_decoy_12419_decoy_12419/seed-1/011894_decoy_12419_decoy_12419_docked.pdbqt
244,008603_decoy_8794_decoy_08794,13.763,-10.100,-10.093,0.009,3,True,256,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008603_decoy_8794_decoy_08794/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008603_decoy_8794_decoy_08794/seed-1/008603_decoy_8794_decoy_08794_docked.pdbqt
245,023976_decoy_26078_decoy_26078,13.762,-10.200,-10.130,0.073,3,True,228,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023976_decoy_26078_decoy_26078/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023976_decoy_26078_decoy_26078/seed-3/023976_decoy_26078_decoy_26078_docked.pdbqt
246,000109_active_0127_active_00127,13.762,-10.120,-10.100,0.022,3,True,278,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000109_active_0127_active_00127/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000109_active_0127_active_00127/seed-2/000109_active_0127_active_00127_docked.pdbqt
247,016852_decoy_17946_decoy_17946,13.756,-10.100,-10.087,0.009,3,True,275,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016852_decoy_17946_decoy_17946/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016852_decoy_17946_decoy_17946/seed-3/016852_decoy_17946_decoy_17946_docked.pdbqt
248,000258_active_0312_active_00312,13.755,-10.090,-10.083,0.005,3,True,260,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000258_active_0312_active_00312/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000258_active_0312_active_00312/seed-1/000258_active_0312_active_00312_docked.pdbqt
249,010585_decoy_11085_decoy_11085,13.755,-10.090,-10.083,0.005,3,True,272,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010585_decoy_11085_decoy_11085/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010585_decoy_11085_decoy_11085/seed-3/010585_decoy_11085_decoy_11085_docked.pdbqt
250,008702_decoy_8893_decoy_08893,13.754,-10.190,-10.110,0.059,3,True,203,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008702_decoy_8893_decoy_08893/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008702_decoy_8893_decoy_08893/seed-1/008702_decoy_8893_decoy_08893_docked.pdbqt
251,002660_decoy_2165_decoy_02165,13.748,-10.090,-10.080,0.008,3,True,270,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002660_decoy_2165_decoy_02165/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002660_decoy_2165_decoy_02165/seed-3/002660_decoy_2165_decoy_02165_docked.pdbqt
252,008944_decoy_9184_decoy_09184,13.745,-10.100,-10.083,0.017,3,True,289,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008944_decoy_9184_decoy_09184/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008944_decoy_9184_decoy_09184/seed-2/008944_decoy_9184_decoy_09184_docked.pdbqt
253,009485_decoy_9761_decoy_09761,13.744,-10.160,-10.097,0.046,3,True,271,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009485_decoy_9761_decoy_09761/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009485_decoy_9761_decoy_09761/seed-3/009485_decoy_9761_decoy_09761_docked.pdbqt
254,011119_decoy_11635_decoy_11635,13.742,-10.080,-10.073,0.005,3,True,283,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011119_decoy_11635_decoy_11635/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011119_decoy_11635_decoy_11635/seed-2/011119_decoy_11635_decoy_11635_docked.pdbqt
255,017336_decoy_18457_decoy_18457,13.742,-10.080,-10.073,0.005,3,True,276,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017336_decoy_18457_decoy_18457/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017336_decoy_18457_decoy_18457/seed-1/017336_decoy_18457_decoy_18457_docked.pdbqt
256,016822_decoy_17916_decoy_17916,13.742,-10.080,-10.073,0.005,3,True,285,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016822_decoy_17916_decoy_17916/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016822_decoy_17916_decoy_17916/seed-3/016822_decoy_17916_decoy_17916_docked.pdbqt
257,003910_decoy_3701_decoy_03701,13.741,-10.070,-10.070,0.000,3,True,280,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003910_decoy_3701_decoy_03701/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003910_decoy_3701_decoy_03701/seed-2/003910_decoy_3701_decoy_03701_docked.pdbqt
258,014618_decoy_15423_decoy_15423,13.739,-10.110,-10.083,0.025,3,True,297,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014618_decoy_15423_decoy_15423/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014618_decoy_15423_decoy_15423/seed-2/014618_decoy_15423_decoy_15423_docked.pdbqt
259,010921_decoy_11429_decoy_11429,13.737,-10.090,-10.073,0.012,3,True,264,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010921_decoy_11429_decoy_11429/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010921_decoy_11429_decoy_11429/seed-1/010921_decoy_11429_decoy_11429_docked.pdbqt
260,008038_decoy_8185_decoy_08185,13.735,-10.080,-10.070,0.008,3,True,294,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008038_decoy_8185_decoy_08185/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008038_decoy_8185_decoy_08185/seed-2/008038_decoy_8185_decoy_08185_docked.pdbqt
261,022611_decoy_24522_decoy_24522,13.734,-10.120,-10.083,0.033,3,True,266,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022611_decoy_24522_decoy_24522/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022611_decoy_24522_decoy_24522/seed-3/022611_decoy_24522_decoy_24522_docked.pdbqt
262,022360_decoy_24262_decoy_24262,13.732,-10.090,-10.070,0.014,3,True,265,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022360_decoy_24262_decoy_24262/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022360_decoy_24262_decoy_24262/seed-1/022360_decoy_24262_decoy_24262_docked.pdbqt
263,005672_decoy_5710_decoy_05710,13.731,-10.080,-10.067,0.009,3,True,288,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005672_decoy_5710_decoy_05710/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005672_decoy_5710_decoy_05710/seed-3/005672_decoy_5710_decoy_05710_docked.pdbqt
264,016567_decoy_17660_decoy_17660,13.728,-10.110,-10.073,0.026,3,True,290,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016567_decoy_17660_decoy_17660/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016567_decoy_17660_decoy_17660/seed-2/016567_decoy_17660_decoy_17660_docked.pdbqt
265,008673_decoy_8864_decoy_08864,13.728,-10.060,-10.060,0.000,3,True,314,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008673_decoy_8864_decoy_08864/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008673_decoy_8864_decoy_08864/seed-2/008673_decoy_8864_decoy_08864_docked.pdbqt
266,003680_decoy_3326_decoy_03326,13.726,-10.090,-10.067,0.017,3,True,261,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003680_decoy_3326_decoy_03326/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003680_decoy_3326_decoy_03326/seed-1/003680_decoy_3326_decoy_03326_docked.pdbqt
267,000076_active_0092_active_00092,13.723,-10.070,-10.060,0.008,3,True,277,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000076_active_0092_active_00092/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000076_active_0092_active_00092/seed-2/000076_active_0092_active_00092_docked.pdbqt
268,004487_decoy_4427_decoy_04427,13.722,-10.110,-10.070,0.029,3,True,251,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004487_decoy_4427_decoy_04427/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004487_decoy_4427_decoy_04427/seed-1/004487_decoy_4427_decoy_04427_docked.pdbqt
269,015474_decoy_16454_decoy_16454,13.721,-10.100,-10.067,0.025,3,True,257,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015474_decoy_16454_decoy_16454/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015474_decoy_16454_decoy_16454/seed-1/015474_decoy_16454_decoy_16454_docked.pdbqt
270,001056_decoy_0473_decoy_00473,13.720,-10.080,-10.063,0.017,3,True,302,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001056_decoy_0473_decoy_00473/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001056_decoy_0473_decoy_00473/seed-2/001056_decoy_0473_decoy_00473_docked.pdbqt
271,002443_decoy_1939_decoy_01939,13.719,-10.180,-10.108,0.089,3,True,220,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002443_decoy_1939_decoy_01939/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002443_decoy_1939_decoy_01939/seed-2/002443_decoy_1939_decoy_01939_docked.pdbqt
272,012865_decoy_13458_decoy_13458,13.719,-10.100,-10.070,0.029,3,True,317,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012865_decoy_13458_decoy_13458/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012865_decoy_13458_decoy_13458/seed-2/012865_decoy_13458_decoy_13458_docked.pdbqt
273,022886_decoy_24805_decoy_24805,13.717,-10.080,-10.060,0.016,3,True,287,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022886_decoy_24805_decoy_24805/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022886_decoy_24805_decoy_24805/seed-1/022886_decoy_24805_decoy_24805_docked.pdbqt
274,012936_decoy_13530_decoy_13530,13.710,-10.060,-10.050,0.008,3,True,295,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012936_decoy_13530_decoy_13530/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012936_decoy_13530_decoy_13530/seed-3/012936_decoy_13530_decoy_13530_docked.pdbqt
275,012569_decoy_13146_decoy_13146,13.708,-10.050,-10.047,0.005,3,True,305,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012569_decoy_13146_decoy_13146/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012569_decoy_13146_decoy_13146/seed-2/012569_decoy_13146_decoy_13146_docked.pdbqt
276,003794_decoy_3491_decoy_03491,13.707,-10.090,-10.060,0.029,3,True,262,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003794_decoy_3491_decoy_03491/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003794_decoy_3491_decoy_03491/seed-1/003794_decoy_3491_decoy_03491_docked.pdbqt
277,017019_decoy_18125_decoy_18125,13.704,-10.070,-10.050,0.016,3,True,318,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017019_decoy_18125_decoy_18125/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017019_decoy_18125_decoy_18125/seed-2/017019_decoy_18125_decoy_18125_docked.pdbqt
278,000196_active_0233_active_00233,13.704,-10.050,-10.043,0.005,3,True,299,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000196_active_0233_active_00233/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000196_active_0233_active_00233/seed-3/000196_active_0233_active_00233_docked.pdbqt
279,012872_decoy_13465_decoy_13465,13.704,-10.050,-10.043,0.005,3,True,306,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012872_decoy_13465_decoy_13465/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012872_decoy_13465_decoy_13465/seed-2/012872_decoy_13465_decoy_13465_docked.pdbqt
280,009250_decoy_9516_decoy_09516,13.702,-10.100,-10.057,0.033,3,True,324,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009250_decoy_9516_decoy_09516/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009250_decoy_9516_decoy_09516/seed-3/009250_decoy_9516_decoy_09516_docked.pdbqt
